UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Sonoma Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A7381,41,2020-11-02T14:20:42Z,2020-11-02T14:24:26Z,Complete,1996,Sonoma,La Luz I,Not at all,1,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,13,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,51,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,11,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Often,4,Always,5,17,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Strongly Disagree,6,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,49,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Strongly Agree,4,Agree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,50
A9625,42,2020-11-05T16:19:50Z,2020-11-05T16:56:55Z,Complete,1990,Sonoma,Via Esperanza I,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,NA,Often,4,17,Agree,5,Somewhat Agree,3,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,42,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Rarely,1,Often,3,Often,3,Often,3,Rarely,1,Often,3,Rarely,1,Often,3,Often,3,N/A,0,27,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,6,Often,4,Always,5,Always,5,Always,5,19,Sometimes,3,Always,5,Always,5,Always,5,Often,4,22,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Disagree,3,Agree,5,39,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Neutral,2,Strongly Disagree,4,Agree,3,Strongly Agree,4,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Agree,1,49
A3422,43,2020-11-05T17:01:20Z,2020-11-05T17:19:28Z,Partial,1994,Sonoma,Via Esperanza I,3 to 6 times a week,NA,3 to 6 times a week,NA,Every day,NA,Every day,NA,Parents should <strong>always</strong> spend time teaching their children,NA,Often,NA,NA,Agree,NA,Somewhat Disagree,NA,Disagree,NA,Disagree,NA,Somewhat Disagree,NA,Agree,NA,Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3422,44,2020-11-20T16:26:17Z,2020-11-20T16:57:40Z,Complete,1994,Sonoma,Via Esperanza 2,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Often,4,18,Agree,5,Somewhat Disagree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,5,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,45,N/A,0,N/A,0,Sometimes,2,N/A,0,2,Always,4,Always,4,Always,4,Always,4,Often,3,Rarely,1,Sometimes,2,Always,4,Always,4,Rarely,1,Rarely,1,Always,4,36,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Sometimes,3,Always,5,Always,5,18,Often,4,Always,5,Often,4,Always,5,Often,4,22,Agree,2,Slightly Agree,3,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Slightly Agree,4,Agree,5,27,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,Agree,1,Disagree,3,Disagree,3,Agree,1,41
A2544,45,2020-12-04T21:53:44Z,2020-12-04T22:39:52Z,Partial,1989,Sonoma,Via Esperanza I,3 to 6 times a week,NA,1 to 2 times a week,NA,Every day,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,Always,NA,NA,Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Strongly Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Agree,NA,NA,Often,NA,Often,NA,Often,NA,Sometimes,NA,NA,Often,NA,Often,NA,Often,NA,Often,NA,Always,NA,Often,NA,Often,NA,Often,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2544,46,2020-12-04T22:40:53Z,2020-12-04T22:43:58Z,Partial,1989,Sonoma,Via Esperanza I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2544,47,2020-12-22T17:33:51Z,2020-12-22T17:54:04Z,Complete,1989,Sonoma,Via Esperanza I,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,17,Agree,5,Somewhat Disagree,4,Somewhat Agree,3,Disagree,5,Agree,2,Agree,5,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Agree,5,42,Rarely,1,Often,3,N/A,0,Often,3,7,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Often,3,Rarely,1,Often,3,Often,3,Often,3,32,Often,3,Often,3,Rarely,1,Sometimes,2,Always,4,13,Always,5,Always,5,Always,5,Often,4,19,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Disagree,3,Agree,5,40,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,47
A6821,48,2020-12-22T17:56:36Z,2020-12-22T18:10:35Z,Complete,1984,Sonoma,Via Esperanza I,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,13,Strongly Agree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,50,N/A,0,N/A,0,Rarely,1,Rarely,1,2,Often,3,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Rarely,1,33,Often,3,Sometimes,2,Often,3,Often,3,Rarely,1,12,Sometimes,3,Often,4,Often,4,Always,5,16,Often,4,Always,5,Always,5,Often,4,Always,5,23,Disagree,5,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Neutral,2,Neutral,2,Agree,3,Agree,1,Neutral,2,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,39
A4769,49,2020-12-22T18:11:43Z,2020-12-22T18:22:28Z,Complete,1982,Sonoma,Via Esperanza I,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Sometimes,3,16,Somewhat Disagree,3,Disagree,5,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Rarely,1,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Rarely,1,Always,4,Always,4,Rarely,1,Always,4,N/A,0,27,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Sometimes,3,Always,5,Always,5,Sometimes,3,21,Disagree,5,Disagree,5,Strongly Agree,1,Disagree,5,Disagree,5,Disagree,5,Disagree,2,Agree,5,Agree,5,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,33
A5789,49,2020-12-22T18:11:43Z,2020-12-22T18:22:28Z,Complete,1982,Sonoma,Via Esperanza I,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Sometimes,3,16,Somewhat Disagree,3,Disagree,5,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Rarely,1,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Rarely,1,Always,4,Always,4,Rarely,1,Always,4,N/A,0,27,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Sometimes,3,Always,5,Always,5,Sometimes,3,21,Disagree,5,Disagree,5,Strongly Agree,1,Disagree,5,Disagree,5,Disagree,5,Disagree,2,Agree,5,Agree,5,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,33
A6388,50,2020-12-22T18:23:04Z,2020-12-22T18:33:55Z,Complete,1990,Sonoma,Via Esperanza I,Every day,4,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,NA,Always,5,19,Somewhat Agree,4,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Disagree,3,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Often,3,N/A,0,20,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,6,Often,4,Often,4,Often,4,Always,5,17,Often,4,Often,4,Often,4,Often,4,Sometimes,3,19,Slightly Disagree,4,Disagree,5,Disagree,5,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,3,Strongly Disagree,1,Agree,5,35,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Agree,3,Agree,3,Neutral,2,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,Agree,1,42
A9842,51,2020-12-22T18:34:26Z,2020-12-22T18:45:29Z,Complete,1990,Sonoma,Via Esperanza I,3 to 6 times a week,3,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,20,Agree,5,Disagree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,5,Agree,5,Somewhat Agree,4,Disagree,2,Agree,5,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Rarely,1,Always,4,Rarely,1,Rarely,1,Rarely,1,N/A,0,30,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,6,Often,4,Always,5,Always,5,Often,4,18,Often,4,Always,5,Always,5,Always,5,Always,5,24,Agree,2,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,35,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Disagree,1,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,42
A7266,52,2020-12-22T20:13:09Z,2020-12-22T20:22:13Z,Complete,1990,Sonoma,Via Esperanza I,Every day,4,3 to 6 times a week,3,Every day,4,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,NA,Always,5,17,Somewhat Disagree,3,Somewhat Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Agree,2,Agree,5,Strongly Disagree,1,Somewhat Disagree,3,Agree,5,Agree,5,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Often,3,Always,4,Rarely,1,Rarely,1,Always,4,N/A,0,35,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Agree,2,Strongly Agree,1,Strongly Agree,1,Slightly Agree,3,Strongly Agree,1,Slightly Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,28,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Disagree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,Agree,1,Strongly Disagree,4,Agree,1,45
A5868,53,2020-12-22T20:34:48Z,2020-12-22T20:45:20Z,Complete,1982,Sonoma,Via Esperanza 2,3 to 6 times a week,3,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Always,5,20,Agree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Agree,5,Strongly Disagree,1,Agree,5,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Rarely,1,Rarely,1,Always,4,Always,4,Often,3,Rarely,1,Sometimes,2,Always,4,Always,4,Always,4,N/A,0,32,Always,4,Rarely,1,Always,4,Rarely,1,Rarely,1,11,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Agree,5,Strongly Disagree,1,Agree,5,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Disagree,3,Agree,1,Agree,3,Agree,3,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,40
A6649,54,2020-12-22T20:46:01Z,2020-12-22T20:56:36Z,Complete,1992,Sonoma,Via Esperanza 2,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,19,Agree,5,Agree,2,Agree,2,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Rarely,1,Rarely,1,Always,4,Rarely,1,Rarely,1,Always,4,N/A,0,32,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Sometimes,3,Always,5,18,Never,1,Never,1,Never,1,Often,4,Often,4,11,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Disagree,2,42,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,36
A7159,55,2020-12-22T20:57:05Z,2020-12-22T21:08:00Z,Complete,1995,Sonoma,Via Esperanza 2,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Often,4,16,Agree,5,Somewhat Agree,3,Somewhat Disagree,4,Disagree,5,Strongly Agree,1,Somewhat Disagree,3,Disagree,2,Somewhat Agree,4,Disagree,2,Agree,5,34,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Sometimes,2,Always,4,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,23,N/A,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,5,Often,4,Sometimes,3,Often,4,Sometimes,3,14,Often,4,Always,5,Sometimes,3,Always,5,Sometimes,3,20,Agree,2,Agree,2,Slightly Disagree,4,Agree,2,Slightly Disagree,4,Disagree,5,Strongly Disagree,1,Agree,5,Disagree,2,27,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,54
A9592,56,2020-12-22T21:08:30Z,2020-12-22T21:20:35Z,Complete,1993,Sonoma,Via Esperanza 2,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,NA,Sometimes,3,17,Strongly Agree,6,Agree,2,Somewhat Agree,3,Agree,2,Strongly Agree,1,Agree,5,Strongly Agree,6,Agree,5,Strongly Agree,6,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Rarely,1,Often,3,Sometimes,2,Rarely,1,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,38,Always,4,Sometimes,2,Always,4,Rarely,1,Always,4,15,Always,5,Always,5,Often,4,Always,5,19,Often,4,Always,5,Always,5,Always,5,Sometimes,3,22,Slightly Disagree,4,Agree,2,Agree,2,Slightly Disagree,4,Strongly Disagree,6,Disagree,5,Slightly Disagree,3,Strongly Agree,6,Agree,5,37,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"In kindergarten, 5 to 6 years",1,Agree,1,Strongly Disagree,4,Disagree,1,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,39
A2251,57,2020-12-22T21:23:54Z,2020-12-22T21:39:08Z,Complete,1981,Sonoma,Via Esperanza 2,Every day,4,3 to 6 times a week,3,Not at all,1,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,16,Somewhat Disagree,3,Disagree,5,Agree,2,Disagree,5,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,49,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Always,4,Always,4,Often,3,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,24,Often,3,Rarely,1,Rarely,1,Rarely,1,Often,3,9,Always,5,Always,5,Always,5,Often,4,19,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Agree,2,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,2,Disagree,2,Slightly Agree,4,Disagree,2,34,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,0,Disagree,1,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Strongly Agree,0,Neutral,2,Neutral,2,Strongly Agree,0,30
A3265,58,2020-12-22T21:49:27Z,2020-12-22T22:00:20Z,Complete,1999,Sonoma,Via Esperanza 2,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Sometimes,3,13,Somewhat Disagree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Agree,2,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,Agree,5,35,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Rarely,1,Often,3,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Always,4,Often,3,Rarely,1,Often,3,N/A,0,25,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Always,5,Often,4,17,Sometimes,3,Always,5,Often,4,Sometimes,3,Sometimes,3,18,Slightly Agree,3,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,39,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"In preschool, 3 to 5 years",2,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,43
A4741,59,2020-12-22T22:00:48Z,2020-12-22T22:12:46Z,Complete,1983,Sonoma,Via Esperanza 2,Every day,4,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,NA,Often,4,16,Agree,5,Agree,2,Disagree,5,Agree,2,Agree,2,Agree,5,Disagree,2,Disagree,2,Agree,5,Agree,5,35,N/A,0,N/A,0,Often,3,N/A,0,3,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Often,3,Always,4,Often,3,Always,4,Always,4,Always,4,45,Always,4,Often,3,Always,4,Often,3,Always,4,18,Often,4,Always,5,Always,5,Often,4,18,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,48,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,Agree,1,40
