UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A3583,288,2021-01-28T12:29:24Z,2021-01-28T12:39:57Z,Complete,1983,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Not at all,1,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,11,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,44,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Rarely,1,Rarely,1,Often,3,N/A,0,19,N/A,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,5,Often,4,Always,5,Often,4,Often,4,17,Sometimes,3,Always,5,Always,5,Always,5,Often,4,22,Disagree,5,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Slightly Agree,4,40,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Neutral,2,Agree,3,Agree,1,Neutral,2,Neutral,2,Disagree,3,Agree,1,Neutral,2,Disagree,3,Agree,1,37
A9372,289,2021-01-28T14:19:38Z,2021-01-28T18:30:11Z,Partial,1982,San Antonio,Early Head Start San Antonio,Every day,4,3 to 6 times a week,NA,3 to 6 times a week,NA,1 to 2 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,NA,Somewhat Agree,NA,Somewhat Agree,NA,Disagree,NA,Disagree,NA,Strongly Agree,NA,Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Disagree,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7135,293,2021-02-01T11:58:13Z,2021-02-01T12:20:40Z,Complete,1990,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,15,Agree,5,Agree,2,Disagree,5,Disagree,5,Agree,2,Disagree,2,Disagree,2,Disagree,2,Strongly Disagree,1,Agree,5,31,Sometimes,2,Sometimes,2,Sometimes,2,N/A,0,6,Sometimes,2,Often,3,Always,4,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,35,Often,3,Sometimes,2,Always,4,Rarely,1,Always,4,14,Always,5,Sometimes,3,Sometimes,3,Sometimes,3,14,Often,4,Always,5,Always,5,Always,5,Always,5,24,Agree,2,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,3,Slightly Agree,3,Agree,5,Agree,5,Agree,5,40,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Disagree,3,Agree,3,Agree,3,Strongly Agree,0,Disagree,3,Strongly Disagree,4,Agree,1,Agree,1,Agree,1,Strongly Disagree,4,Strongly Disagree,4,46
A3999,297,2021-02-04T15:53:45Z,2021-02-04T16:01:42Z,Complete,2003,San Antonio,Cortez Family Center,Not at all,1,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,17,Agree,5,Somewhat Disagree,4,Disagree,5,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Agree,4,Somewhat Disagree,3,Agree,5,Strongly Disagree,1,Agree,5,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,11,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Always,5,Often,4,Often,4,17,Always,5,Always,5,Often,4,Always,5,Always,5,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,44,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Agree,3,Agree,3,Agree,1,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Disagree,3,Agree,1,45
A8831,298,2021-02-05T11:47:37Z,2021-02-05T11:58:21Z,Complete,1997,San Antonio,Early Head Start Texas WG,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,19,Somewhat Agree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,48,Always,4,Always,4,Always,4,Often,3,15,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Rarely,1,Often,3,Always,4,Always,4,Always,4,Always,4,Sometimes,2,40,Always,4,Rarely,1,Always,4,Often,3,Always,4,16,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Strongly Agree,1,Agree,2,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Agree,2,Disagree,2,Strongly Agree,6,Slightly Agree,4,20,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Strongly Agree,4,Strongly Agree,4,Agree,1,Agree,1,Agree,1,Agree,1,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,37
A5422,299,2021-02-05T13:28:09Z,2021-02-05T13:37:11Z,Complete,1986,San Antonio,Head Start Texas WG,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Sometimes,3,16,Strongly Agree,6,Somewhat Disagree,4,Disagree,5,Agree,2,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Agree,5,Agree,5,40,Sometimes,2,Often,3,Sometimes,2,N/A,0,7,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Often,3,Sometimes,2,30,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,13,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,13,Sometimes,3,Often,4,Often,4,Often,4,Sometimes,3,18,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,37,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Agree,3,Neutral,2,Agree,1,Neutral,2,Disagree,3,Neutral,2,Strongly Agree,0,Neutral,2,Disagree,3,Disagree,3,39
A4347,300,2021-02-05T17:37:16Z,2021-02-05T17:46:36Z,Complete,1989,San Antonio,Cortez Family Center,1 to 2 times  a week,2,Not at all,1,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,14,Somewhat Agree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,2,Disagree,2,Agree,5,Somewhat Agree,4,Disagree,2,Agree,5,38,N/A,0,N/A,0,Rarely,1,N/A,0,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Often,3,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Often,3,N/A,0,15,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Always,5,Often,4,Often,4,17,Often,4,Always,5,Always,5,Always,5,Always,5,24,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Disagree,2,Agree,5,Agree,5,32,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Disagree,1,Strongly Agree,0,Neutral,2,Agree,1,Agree,1,Agree,1,Disagree,3,Neutral,2,Neutral,2,38
A4867,301,2021-02-08T09:36:22Z,2021-02-08T09:51:07Z,Complete,1986,San Antonio,Cortez Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,16,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,51,N/A,0,Always,4,Always,4,N/A,0,8,Always,4,Always,4,Often,3,Always,4,Always,4,Often,3,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,45,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Agree,5,50,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Agree,3,Strongly Agree,0,Disagree,3,Agree,1,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,41
A2363,303,2021-02-08T22:32:39Z,2021-02-08T22:54:32Z,Complete,1985,San Antonio,Early Head Start Texas WG,Every day,4,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,20,Agree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Agree,5,47,N/A,0,Often,3,N/A,0,N/A,0,3,Often,3,Often,3,Always,4,Often,3,Rarely,1,Rarely,1,Rarely,1,Always,4,Always,4,Always,4,Always,4,N/A,0,32,N/A,0,Always,4,Often,3,Sometimes,2,Rarely,1,10,Always,5,Always,5,Always,5,Always,5,20,Never,1,Always,5,Never,1,Always,5,Always,5,17,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,50,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Disagree,1,Strongly Agree,4,Strongly Agree,0,Neutral,2,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Disagree,3,Strongly Agree,0,42
A5285,304,2021-02-09T11:43:43Z,2021-02-09T11:55:42Z,Complete,1989,San Antonio,Early Head Start Texas WG,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,17,Strongly Agree,6,Somewhat Agree,3,Somewhat Agree,3,Strongly Disagree,6,Strongly Agree,1,Somewhat Agree,4,Strongly Agree,6,Somewhat Agree,4,Somewhat Disagree,3,Strongly Agree,6,42,N/A,0,Often,3,N/A,0,N/A,0,3,Often,3,Sometimes,2,Sometimes,2,Often,3,Often,3,Rarely,1,Sometimes,2,Always,4,Always,4,Always,4,Sometimes,2,Always,4,34,Often,3,Sometimes,2,Often,3,Sometimes,2,Always,4,14,Always,5,Often,4,Often,4,Sometimes,3,16,Always,5,Always,5,Often,4,Sometimes,3,Sometimes,3,20,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Neutral,2,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Neutral,2,Strongly Agree,0,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,44
A8532,305,2021-02-09T13:15:25Z,2021-02-09T13:17:56Z,Partial,1984,San Antonio,Early Head Start Texas WG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5393,306,2021-02-09T14:22:17Z,2021-02-09T14:38:32Z,Complete,1997,San Antonio,EHS Home-base (TXWG),Every day,4,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,16,Agree,5,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Agree,5,46,Often,3,Always,4,Always,4,Rarely,1,12,Often,3,Always,4,Often,3,Often,3,Always,4,Rarely,1,Rarely,1,Rarely,1,Always,4,Often,3,Always,4,Often,3,34,Often,3,Always,4,Always,4,Often,3,Often,3,17,Always,5,Always,5,Always,5,Always,5,20,Never,1,Always,5,Often,4,Sometimes,3,Often,4,17,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Neutral,2,Agree,1,Disagree,3,37
A4158,307,2021-02-09T16:19:19Z,2021-02-09T16:33:42Z,Complete,1990,San Antonio,EHS Home-base (TXWG),Not at all,1,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Always,5,15,Agree,5,Strongly Agree,1,Strongly Agree,1,Disagree,5,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Agree,5,42,Always,4,Always,4,Always,4,N/A,0,12,Always,4,Always,4,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Always,4,40,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Sometimes,3,18,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,34,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,Agree,1,Strongly Agree,0,Disagree,1,Agree,3,Agree,1,Agree,1,Agree,1,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,24
A1369,308,2021-02-09T18:51:49Z,2021-02-09T19:41:22Z,Complete,1979,San Antonio,EHS Home-base (TXWG),1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Always,5,14,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,4,Strongly Agree,6,Somewhat Disagree,3,Disagree,2,Somewhat Agree,4,36,Rarely,1,Often,3,Rarely,1,Sometimes,2,7,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,26,Sometimes,2,Rarely,1,Always,4,Sometimes,2,Sometimes,2,11,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,12,Often,4,Often,4,Seldom,2,Often,4,Seldom,2,16,Slightly Agree,3,Slightly Disagree,4,Disagree,5,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,35,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,3,Strongly Agree,0,Disagree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,Neutral,2,Neutral,2,44
A2564,309,2021-02-10T09:37:29Z,2021-02-10T09:52:36Z,Complete,1987,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,17,Strongly Agree,6,Strongly Disagree,6,Disagree,5,Agree,2,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,Always,4,Always,4,Often,3,Always,4,Always,4,36,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,10,Always,5,Always,5,Often,4,Always,5,19,Always,5,Always,5,Seldom,2,Always,5,Seldom,2,19,Disagree,5,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Disagree,3,Agree,5,Strongly Agree,6,36,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Neutral,2,Strongly Agree,4,Agree,3,Neutral,2,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Disagree,4,Disagree,3,Disagree,3,Neutral,2,46
A5554,310,2021-02-10T10:53:28Z,2021-02-10T11:19:52Z,Complete,1989,San Antonio,EHS Home-base (TXWG),Every day,4,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,17,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,50,N/A,0,Always,4,N/A,0,N/A,0,4,Sometimes,2,Often,3,Sometimes,2,Always,4,Always,4,Rarely,1,Rarely,1,Often,3,Always,4,Always,4,Always,4,Always,4,36,Rarely,1,Always,4,Always,4,Often,3,Always,4,16,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,1,Strongly Agree,6,Strongly Agree,6,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Neutral,2,Strongly Agree,4,Strongly Agree,4,Agree,1,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,51
A2459,311,2021-02-10T11:48:33Z,2021-02-10T12:13:22Z,Complete,1995,San Antonio,Early Head Start Texas WG,Every day,4,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,20,Agree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,2,Agree,5,Agree,5,Agree,5,Somewhat Agree,4,Strongly Agree,6,48,Often,3,Always,4,Sometimes,2,Always,4,13,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Rarely,1,Always,4,Sometimes,2,Often,3,33,Always,4,Always,4,Always,4,Often,3,Always,4,19,Often,4,Sometimes,3,Always,5,Often,4,16,Often,4,Always,5,Always,5,Always,5,Often,4,23,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Neutral,2,Agree,1,Disagree,3,Neutral,2,Agree,1,Strongly Disagree,4,Neutral,2,Disagree,3,Neutral,2,40
A4555,312,2021-02-10T13:20:17Z,2021-02-20T16:38:25Z,Complete,1999,San Antonio,EHS Home-base (TXWG),1 to 2 times  a week,2,Not at all,1,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,15,Somewhat Agree,4,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Somewhat Agree,4,42,N/A,0,Sometimes,2,Sometimes,2,N/A,0,4,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Often,3,Rarely,1,Often,3,Rarely,1,Rarely,1,Always,4,Always,4,Sometimes,2,25,N/A,0,Often,3,Always,4,Sometimes,2,Rarely,1,10,Often,4,Often,4,Often,4,Always,5,17,Always,5,Often,4,Often,4,Sometimes,3,Sometimes,3,19,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,43,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Neutral,2,Neutral,2,Agree,1,Neutral,2,Disagree,3,Disagree,3,Disagree,3,37
A1685,313,2021-02-10T15:51:12Z,2021-02-10T16:04:34Z,Complete,1989,San Antonio,Early Head Start Texas WG,Every day,4,Every day,4,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,21,Somewhat Agree,4,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Somewhat Agree,3,Strongly Agree,6,Agree,5,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,48,Always,4,Sometimes,2,Sometimes,2,Always,4,12,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Sometimes,2,Often,3,Often,3,Sometimes,2,35,Often,3,Sometimes,2,Often,3,Often,3,Often,3,14,Often,4,Often,4,Often,4,Always,5,17,Often,4,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,17,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,3,Agree,2,Slightly Agree,4,Agree,5,Strongly Agree,6,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,Strongly Disagree,4,Disagree,1,Agree,3,Agree,1,Neutral,2,Agree,1,Agree,1,Neutral,2,Disagree,3,Disagree,3,Agree,1,38
A9345,315,2021-02-10T17:14:09Z,2021-02-10T17:53:40Z,Complete,1991,San Antonio,Cortez Family Center,Not at all,1,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Always,5,18,Somewhat Agree,4,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Somewhat Disagree,4,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Disagree,2,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Often,3,N/A,0,31,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Always,5,Sometimes,3,15,Always,5,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,18,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,34
